id_paquete,peso_kg,distancia_km,tipo_servicio,es_fragil,costo_envio
PKG-4681,,87.8,Express,No,71.07
PKG-4682,10.69,606.3,Express,Si,101.99
PKG-4683,26.84,493.8,Mismo_Dia,Si,135.09
PKG-4684,25.79,728.9,Mismo_Dia,No,147.56
PKG-4685,23.08,,Express,No,68.63
PKG-4686,17.86,603.3,Mismo_Dia,No,115.91
PKG-4687,24.84,384.6,Express,Si,109.09
PKG-4688,11.73,392.1,Estandar,Si,68.35
PKG-4689,1.55,604.0,Estandar,No,56.81
PKG-4690,20.03,700.9,Estandar,No,93.33
PKG-4691,28.64,42.2,Estandar,Si,68.68
PKG-4692,15.4,746.6,Express,No,100.27
PKG-4693,19.32,163.1,Express,Si,69.83
PKG-4694,11.87,528.8,Mismo_Dia,No,95.46
PKG-4695,17.34,77.5,Estandar,Si,52.51
PKG-4696,4.21,498.5,Express,No,64.8
PKG-4697,,783.0,Estandar,No,97.64
PKG-4698,6.47,258.7,Express,No,50.03
PKG-4699,28.99,248.9,Mismo_Dia,No,113.03
PKG-4700,9.62,,Estandar,No,80.03
PKG-4701,11.14,285.2,Mismo_Dia,No,83.7
PKG-4702,16.29,449.9,Estandar,Si,79.61
PKG-4703,16.89,393.2,Estandar,No,63.92
PKG-4704,6.27,438.0,Express,No,72.45
PKG-4705,14.06,325.9,Estandar,No,53.99
PKG-4706,21.56,506.1,Estandar,Si,99.97
PKG-4707,26.74,105.3,Estandar,No,59.63
PKG-4708,,577.8,Mismo_Dia,No,82.84
PKG-4709,29.81,697.6,Estandar,Si,125.42
PKG-4710,27.09,30.8,Estandar,No,50.57
PKG-4711,3.06,567.3,Express,Si,76.07
PKG-4712,28.02,451.0,Estandar,No,89.7
PKG-4713,18.32,666.7,Express,No,103.65
PKG-4714,9.07,149.0,Estandar,No,39.11
PKG-4715,10.63,615.0,Estandar,No,72.84
PKG-4716,2.28,420.3,Estandar,No,45.41
PKG-4717,6.69,477.3,Estandar,No,58.18
PKG-4718,,,Estandar,No,79.12
PKG-4719,4.01,485.1,Express,No,67.29
PKG-4720,7.99,591.1,Estandar,No,65.01
PKG-4721,26.84,300.0,Estandar,No,75.26
PKG-4722,14.52,142.6,Express,No,56.94
PKG-4723,27.04,720.3,Express,No,121.24
PKG-4724,23.17,797.9,Express,No,130.1
PKG-4725,11.61,662.0,Estandar,No,77.45
PKG-4726,2.47,67.5,Express,No,34.4
PKG-4727,17.38,522.0,Express,No,99.21
PKG-4728,16.66,707.3,Estandar,No,82.74
PKG-4729,7.53,741.7,Estandar,No,79.6
PKG-4730,20.98,388.1,Mismo_Dia,No,111.81
PKG-4731,7.12,390.6,Estandar,No,43.44
PKG-4732,20.82,45.4,Express,No,64.2
PKG-4733,18.86,259.1,Estandar,No,60.15
PKG-4734,,483.0,Estandar,No,99.56
PKG-4735,21.89,560.3,Mismo_Dia,No,121.23
PKG-4736,12.9,201.7,Estandar,No,43.9
PKG-4737,29.78,696.4,Estandar,Si,130.99
PKG-4738,15.38,748.6,Mismo_Dia,Si,137.53
PKG-4739,9.43,143.8,Estandar,No,33.8
PKG-4740,15.36,237.1,Express,No,59.15
PKG-4741,9.37,147.5,Estandar,No,29.32
PKG-4742,14.51,148.5,Estandar,No,42.87
PKG-4743,1.85,714.8,Mismo_Dia,No,97.48
PKG-4744,21.69,517.9,Express,No,102.76
PKG-4745,10.58,380.5,Estandar,No,51.44
PKG-4746,5.43,161.7,Express,No,44.18
PKG-4747,10.48,792.0,Estandar,No,88.82
PKG-4748,17.88,,Express,Si,93.91
PKG-4749,23.93,660.7,Express,No,115.44
PKG-4750,3.42,594.2,Mismo_Dia,Si,91.91
PKG-4751,24.6,82.5,Estandar,No,53.66
PKG-4752,26.61,125.8,Estandar,Si,67.75
PKG-4753,,346.6,Estandar,Si,43.65
PKG-4754,18.82,705.8,Express,No,115.12
PKG-4755,20.49,741.3,Estandar,No,97.51
PKG-4756,26.0,266.1,Estandar,No,67.48
PKG-4757,28.22,264.7,Express,No,99.89
PKG-4758,21.94,468.0,Estandar,No,78.63
PKG-4759,16.76,20.2,Express,Si,59.12
PKG-4760,5.97,374.6,Mismo_Dia,No,71.45
PKG-4761,9.81,675.2,Mismo_Dia,No,112.17
PKG-4762,23.81,666.1,Mismo_Dia,No,125.83
PKG-4763,27.01,669.7,Express,Si,137.23
PKG-4764,8.25,482.0,Estandar,No,65.27
PKG-4765,22.59,414.5,Estandar,No,80.11
PKG-4766,17.61,504.3,Express,No,84.62
PKG-4767,29.73,528.7,Express,No,117.74
PKG-4768,18.46,576.6,Estandar,No,84.98
PKG-4769,20.32,618.2,Mismo_Dia,No,120.66
PKG-4770,6.95,598.5,Express,No,81.94
PKG-4771,29.87,330.6,Express,No,100.74
PKG-4772,26.58,308.0,Mismo_Dia,No,110.81
PKG-4773,26.89,,Express,No,105.86
PKG-4774,11.44,507.9,Express,Si,91.15
PKG-4775,,644.2,Express,No,84.44
PKG-4776,3.77,241.5,Mismo_Dia,No,63.36
PKG-4777,20.31,169.5,Estandar,No,52.85
PKG-4778,29.5,472.8,Mismo_Dia,No,124.53
PKG-4779,11.49,756.7,Express,No,108.92
PKG-4780,3.12,77.6,Estandar,No,18.51
PKG-4781,15.7,694.6,Express,No,101.93
PKG-4782,17.35,449.0,Estandar,No,73.04
PKG-4783,21.43,119.6,Mismo_Dia,Si,88.43
PKG-4784,5.14,546.4,Express,No,67.29
PKG-4785,,165.3,Estandar,No,49.33
PKG-4786,11.36,422.9,Estandar,Si,72.83
PKG-4787,3.0,523.1,Mismo_Dia,No,83.49
PKG-4788,17.28,559.1,Express,No,88.44
PKG-4789,25.81,137.6,Express,No,74.53
PKG-4790,,,Estandar,No,93.47
PKG-4791,22.22,597.3,Mismo_Dia,No,118.11
PKG-4792,3.42,609.8,Express,No,69.06
PKG-4793,26.56,239.0,Express,No,84.99
PKG-4794,11.13,92.8,Express,Si,57.28
PKG-4795,6.91,792.9,Express,No,94.78
PKG-4796,5.93,657.0,Express,Si,92.86
PKG-4797,22.38,627.1,Express,Si,119.34
PKG-4798,29.68,480.6,Express,No,100.87
PKG-4799,26.88,196.0,Estandar,Si,88.87
PKG-4800,22.07,279.1,Estandar,No,68.28
PKG-4801,9.64,716.2,Estandar,Si,92.29
PKG-4802,11.46,607.1,Estandar,Si,89.98
PKG-4803,15.13,615.2,Estandar,No,73.78
PKG-4804,,615.1,Estandar,No,94.43
PKG-4805,18.84,416.9,Express,No,83.91
PKG-4806,12.51,463.7,Estandar,No,63.73
PKG-4807,11.67,303.1,Mismo_Dia,Si,92.25
PKG-4808,6.36,76.8,Express,No,26.88
PKG-4809,19.0,569.2,Express,No,95.4
PKG-4810,9.09,65.8,Estandar,Si,41.28
PKG-4811,8.19,528.1,Estandar,No,61.1
PKG-4812,13.83,361.3,Express,No,66.61
PKG-4813,23.73,395.1,Estandar,No,84.23
PKG-4814,,91.9,Estandar,No,42.86
PKG-4815,9.39,628.1,Express,No,82.12
PKG-4816,9.41,741.6,Express,Si,105.71
PKG-4817,29.76,449.8,Express,Si,119.53
PKG-4818,0.74,276.4,Mismo_Dia,No,60.64
PKG-4819,28.83,555.8,Estandar,No,106.73
PKG-4820,23.62,486.5,Estandar,No,93.56
PKG-4821,,113.5,Express,No,60.41
PKG-4822,22.5,788.9,Estandar,No,111.24
PKG-4823,16.02,505.3,Mismo_Dia,No,105.67
PKG-4824,16.45,268.5,Express,No,68.85
PKG-4825,3.06,474.7,Estandar,No,47.54
PKG-4826,22.64,175.0,Mismo_Dia,No,92.08
PKG-4827,,381.1,Mismo_Dia,No,72.82
PKG-4828,20.97,765.8,Express,Si,127.02
PKG-4829,11.73,214.7,Estandar,No,52.87
PKG-4830,27.59,399.3,Express,No,98.77
PKG-4831,11.46,624.0,Estandar,Si,86.72
PKG-4832,16.61,570.0,Express,No,92.9
PKG-4833,28.32,777.2,Estandar,No,115.4
PKG-4834,17.05,690.2,Express,No,107.23
PKG-4835,13.84,15.7,Estandar,No,30.06
PKG-4836,12.87,301.0,Estandar,No,51.47
PKG-4837,18.49,523.1,Express,Si,108.39
PKG-4838,8.92,329.8,Express,Si,70.95
PKG-4839,26.84,18.5,Express,No,68.12
PKG-4840,14.08,660.9,Express,No,92.35
PKG-4841,3.74,507.1,Express,No,70.44
PKG-4842,16.72,261.7,Express,No,69.95
PKG-4843,,594.6,Estandar,No,89.26
PKG-4844,28.12,594.4,Express,No,113.38
PKG-4845,23.08,279.2,Mismo_Dia,No,97.58
PKG-4846,12.93,51.1,Express,No,48.91
PKG-4847,27.11,349.9,Estandar,No,84.79
PKG-4848,2.02,230.5,Estandar,Si,36.1
PKG-4849,29.44,25.7,Express,No,74.34
PKG-4850,1.89,220.3,Express,No,41.69
PKG-4851,4.66,449.9,Estandar,No,48.55
PKG-4852,1.11,239.7,Estandar,No,25.01
PKG-4853,26.3,151.5,Estandar,No,65.46
PKG-4854,13.11,210.4,Express,Si,72.42
PKG-4855,22.52,568.4,Express,No,103.7
PKG-4856,25.87,642.9,Express,No,115.54
PKG-4857,4.86,564.2,Express,No,71.43
PKG-4858,9.37,460.0,Express,No,74.2
PKG-4859,,728.5,Estandar,No,102.38
PKG-4860,22.43,411.4,Express,No,83.05
PKG-4861,26.45,295.0,Express,No,87.16
PKG-4862,8.78,299.5,Estandar,No,41.43
PKG-4863,1.22,252.3,Estandar,No,21.15
PKG-4864,21.43,132.6,Express,No,66.61
PKG-4865,29.31,108.0,Express,No,73.97
PKG-4866,7.37,320.8,Estandar,No,42.71
PKG-4867,15.32,48.3,Estandar,No,41.81
PKG-4868,17.2,448.1,Express,Si,97.01
PKG-4869,9.57,351.2,Express,No,63.91
PKG-4870,28.64,448.3,Estandar,No,91.33
PKG-4871,12.95,91.1,Estandar,Si,44.29
PKG-4872,22.25,218.4,Express,Si,91.48
PKG-4873,,68.4,Mismo_Dia,No,52.78
PKG-4874,4.97,458.4,Estandar,No,53.51
PKG-4875,7.53,302.1,Estandar,No,45.4
PKG-4876,24.08,324.2,Estandar,No,77.81
PKG-4877,13.78,41.4,Estandar,No,29.92
PKG-4878,12.13,756.1,Mismo_Dia,No,121.01
PKG-4879,28.45,514.3,Estandar,No,93.75
PKG-4880,8.99,141.2,Estandar,No,29.55
PKG-4881,27.4,345.1,Estandar,Si,96.78
PKG-4882,9.79,,Estandar,No,37.96
PKG-4883,3.85,690.6,Estandar,No,67.51
PKG-4884,22.85,380.8,Express,Si,101.89
PKG-4885,,599.1,Express,No,121.92
PKG-4886,,306.6,Express,No,88.58
PKG-4887,18.01,284.1,Estandar,No,64.15
PKG-4888,,446.8,Express,No,70.14
PKG-4889,18.16,273.8,Estandar,No,67.16
PKG-4890,4.61,332.7,Estandar,No,32.25
PKG-4891,14.87,263.1,Express,No,57.71
PKG-4892,8.09,254.7,Estandar,No,45.72
PKG-4893,,732.5,Express,Si,127.29
PKG-4894,5.33,503.8,Express,No,63.6
PKG-4895,2.92,253.7,Mismo_Dia,No,57.68
PKG-4896,8.2,598.4,Estandar,No,66.98
PKG-4897,17.82,405.6,Estandar,No,67.46
PKG-4898,26.08,27.9,Estandar,No,52.93
PKG-4899,5.2,788.5,Estandar,No,76.07
PKG-4900,20.16,574.8,Estandar,No,85.4
PKG-4901,9.69,493.2,Estandar,Si,77.41
PKG-4902,24.74,775.6,Estandar,No,113.4
PKG-4903,3.28,586.4,Estandar,No,58.22
PKG-4904,17.66,597.1,Estandar,No,76.84
PKG-4905,,43.9,Express,No,54.07
PKG-4906,0.83,453.0,Estandar,Si,52.39
PKG-4907,13.78,250.7,Express,Si,72.82
PKG-4908,8.65,563.4,Mismo_Dia,Si,112.28
PKG-4909,28.42,324.4,Estandar,No,74.11
PKG-4910,14.57,708.3,Estandar,No,90.24
PKG-4911,4.45,65.3,Express,Si,41.3
PKG-4912,3.15,264.8,Express,No,40.53
PKG-4913,27.94,741.5,Estandar,No,117.05
PKG-4914,28.01,507.8,Estandar,Si,103.1
PKG-4915,4.51,365.3,Express,No,52.83
PKG-4916,5.96,312.3,Estandar,Si,52.61
PKG-4917,2.07,682.2,Mismo_Dia,No,91.26
PKG-4918,15.29,69.6,Mismo_Dia,No,71.04
PKG-4919,22.76,564.7,Estandar,No,88.68
PKG-4920,6.52,653.0,Express,Si,88.19
PKG-4921,23.58,97.2,Express,No,69.65
PKG-4922,29.73,178.2,Estandar,Si,82.48
PKG-4923,28.85,750.8,Mismo_Dia,No,148.62
PKG-4924,18.39,160.7,Estandar,Si,64.74
PKG-4925,24.74,177.8,Estandar,No,66.39
PKG-4926,11.47,210.5,Express,No,55.24
PKG-4927,28.52,760.3,Mismo_Dia,Si,158.98
PKG-4928,16.76,744.7,Mismo_Dia,No,125.34
PKG-4929,14.5,395.5,Express,No,77.95
PKG-4930,16.74,223.1,Mismo_Dia,Si,94.15
PKG-4931,25.61,618.3,Express,No,113.91
PKG-4932,2.46,110.8,Express,No,29.53
PKG-4933,22.95,202.4,Mismo_Dia,No,83.5
PKG-4934,12.06,673.0,Estandar,No,83.34
PKG-4935,4.34,752.3,Estandar,No,70.98
PKG-4936,9.17,515.2,Express,No,72.54
PKG-4937,14.73,752.4,Estandar,No,88.8
PKG-4938,3.29,384.6,Estandar,No,41.07
PKG-4939,25.09,554.4,Mismo_Dia,No,127.24
PKG-4940,25.98,440.7,Estandar,No,87.04
PKG-4941,0.52,393.2,Mismo_Dia,No,64.35
PKG-4942,19.29,285.2,Estandar,Si,75.44
PKG-4943,12.36,340.0,Express,No,68.31
PKG-4944,17.22,697.4,Mismo_Dia,No,117.02
PKG-4945,25.14,790.8,Mismo_Dia,Si,158.1
PKG-4946,20.82,667.2,Express,Si,122.72
PKG-4947,28.98,67.3,Express,No,74.31
PKG-4948,3.71,579.4,Estandar,No,63.53
PKG-4949,20.1,566.8,Mismo_Dia,No,112.84
PKG-4950,18.46,700.7,Express,No,109.8
PKG-4951,11.07,19.8,Mismo_Dia,No,53.11
PKG-4952,27.41,254.3,Estandar,No,70.46
PKG-4953,7.81,89.3,Express,No,38.91
PKG-4954,,703.4,Estandar,Si,110.35
PKG-4955,29.3,462.2,Mismo_Dia,No,129.84
PKG-4956,18.72,97.6,Express,No,63.65
PKG-4957,27.01,639.8,Express,No,119.07
PKG-4958,0.99,782.1,Express,No,74.05
PKG-4959,25.69,,Estandar,No,83.68
PKG-4960,28.63,769.0,Estandar,Si,134.91
PKG-4961,23.93,64.0,Express,No,68.4
PKG-4962,10.28,799.1,Estandar,No,86.6
PKG-4963,11.71,166.7,Estandar,No,40.64
PKG-4964,9.09,167.6,Estandar,No,39.51
PKG-4965,29.6,721.0,Estandar,No,112.71
PKG-4966,23.04,91.4,Estandar,No,50.89
PKG-4967,,17.0,Estandar,No,37.99
PKG-4968,25.47,18.2,Estandar,No,56.95
PKG-4969,7.52,191.3,Estandar,No,28.76
PKG-4970,28.64,352.0,Express,No,101.95
PKG-4971,10.49,125.1,Estandar,No,37.12
PKG-4972,22.19,619.0,Express,No,104.68
PKG-4973,11.42,592.3,Express,No,80.28
PKG-4974,7.98,457.1,Express,No,73.7
PKG-4975,,110.7,Estandar,No,20.8
PKG-4976,14.98,594.1,Express,No,93.61
PKG-4977,16.13,568.5,Express,No,85.09
PKG-4978,16.23,770.3,Estandar,No,97.15
PKG-4979,24.24,672.5,Express,Si,126.11
PKG-4980,4.47,412.7,Mismo_Dia,No,73.43
PKG-4981,20.99,578.4,Mismo_Dia,No,119.3
PKG-4982,13.07,183.9,Estandar,Si,53.79
PKG-4983,27.82,100.6,Estandar,No,65.62
PKG-4984,17.3,170.8,Express,Si,69.14
PKG-4985,23.0,388.2,Estandar,No,78.62
PKG-4986,5.92,137.3,Estandar,No,28.94
PKG-4987,3.89,622.7,Estandar,Si,72.25
PKG-4988,28.57,738.4,Estandar,Si,134.6
PKG-4989,19.7,148.7,Estandar,No,52.83
PKG-4990,10.93,23.5,Express,No,39.68
PKG-4991,15.05,101.1,Estandar,No,42.52
PKG-4992,29.29,,Express,No,124.53
PKG-4993,21.85,741.0,Estandar,No,97.46
PKG-4994,18.11,137.8,Express,No,60.33
PKG-4995,24.59,531.7,Express,No,103.79
PKG-4996,3.75,376.6,Express,No,57.04
PKG-4997,13.41,179.9,Estandar,No,48.66
PKG-4998,26.74,466.4,Estandar,No,93.95
PKG-4999,28.69,747.6,Estandar,No,119.16
PKG-5000,26.11,623.4,Mismo_Dia,Si,144.38
PKG-5001,7.21,575.6,Express,No,78.53
PKG-5002,18.72,74.0,Express,No,57.11
PKG-5003,25.4,365.1,Express,No,85.62
PKG-5004,29.09,641.1,Estandar,No,108.87
PKG-5005,27.48,475.8,Estandar,No,88.39
PKG-5006,14.72,461.1,Estandar,No,66.42
PKG-5007,,551.2,Estandar,Si,98.46
PKG-5008,,479.0,Mismo_Dia,No,82.07
PKG-5009,11.54,478.8,Estandar,Si,77.4
PKG-5010,12.07,55.0,Estandar,No,28.35
PKG-5011,21.25,302.1,Express,No,81.64
PKG-5012,4.78,647.6,Express,Si,93.77
PKG-5013,3.32,398.3,Estandar,Si,57.76
PKG-5014,25.11,564.1,Express,No,111.56
PKG-5015,29.03,503.8,Estandar,Si,111.08
PKG-5016,7.75,627.0,Estandar,No,73.72
PKG-5017,5.11,464.5,Mismo_Dia,Si,90.16
PKG-5018,19.66,116.2,Estandar,Si,62.2
PKG-5019,19.87,92.4,Express,Si,71.52
PKG-5020,8.72,334.8,Estandar,No,50.27
PKG-5021,29.48,305.7,Estandar,No,80.26
PKG-5022,21.7,651.9,Express,No,105.23
PKG-5023,15.64,163.5,Estandar,No,40.65
PKG-5024,28.48,245.6,Express,No,88.02
PKG-5025,21.12,285.4,Express,No,77.56
PKG-5026,18.37,160.1,Estandar,Si,56.87
PKG-5027,2.94,43.7,Estandar,No,9.03
PKG-5028,19.92,452.2,Estandar,Si,88.49
PKG-5029,23.13,93.3,Estandar,Si,70.08
PKG-5030,20.3,789.7,Estandar,No,107.22
PKG-5031,14.68,224.3,Estandar,Si,59.46
PKG-5032,25.17,173.0,Mismo_Dia,No,91.8
PKG-5033,19.88,445.8,Express,Si,102.46
PKG-5034,22.36,340.8,Express,No,83.03
PKG-5035,29.88,687.5,Estandar,No,112.68
PKG-5036,26.31,86.6,Estandar,No,61.75
PKG-5037,27.98,101.7,Express,No,75.76
PKG-5038,4.7,267.8,Estandar,No,39.79
PKG-5039,25.22,727.5,Estandar,No,110.06
PKG-5040,18.03,428.0,Estandar,Si,78.87
PKG-5041,28.67,746.9,Express,Si,140.92
PKG-5042,9.66,203.5,Mismo_Dia,Si,77.57
PKG-5043,28.18,236.0,Express,No,87.0
PKG-5044,15.82,118.4,Express,No,59.84
PKG-5045,14.47,200.2,Estandar,No,41.24
PKG-5046,11.91,217.2,Express,No,56.28
PKG-5047,26.03,664.5,Estandar,No,103.75
PKG-5048,18.67,35.1,Express,No,48.64
PKG-5049,3.79,733.3,Express,Si,104.39
PKG-5050,20.33,321.8,Express,No,86.43
PKG-5051,14.82,609.1,Estandar,No,81.36
PKG-5052,15.04,427.4,Express,No,82.53
PKG-5053,3.02,796.2,Estandar,No,80.84
PKG-5054,13.36,594.1,Mismo_Dia,No,108.56
PKG-5055,18.61,155.3,Estandar,Si,61.51
PKG-5056,29.96,304.6,Express,No,96.94
PKG-5057,19.5,477.0,Express,No,88.01
PKG-5058,20.95,606.9,Express,Si,117.41
PKG-5059,11.66,268.5,Estandar,No,42.93
PKG-5060,14.47,63.5,Estandar,No,36.69
PKG-5061,13.88,706.5,Express,No,99.08
PKG-5062,12.36,79.3,Estandar,Si,42.32
PKG-5063,8.01,741.3,Express,No,86.17
PKG-5064,29.24,507.9,Estandar,Si,111.15
PKG-5065,12.12,225.1,Express,No,60.27
PKG-5066,9.26,621.6,Express,No,84.34
PKG-5067,29.69,251.7,Estandar,No,76.32
PKG-5068,6.7,470.8,Mismo_Dia,No,87.49
PKG-5069,16.46,306.4,Estandar,Si,69.34
PKG-5070,16.6,229.3,Express,No,63.53
PKG-5071,10.61,34.8,Estandar,No,27.04
PKG-5072,19.91,138.2,Estandar,No,52.42
PKG-5073,7.28,159.5,Express,No,49.95
PKG-5074,6.39,594.7,Express,No,72.35
PKG-5075,15.12,665.5,Estandar,No,87.14
PKG-5076,28.71,223.0,Estandar,No,78.16
PKG-5077,6.05,697.4,Estandar,Si,78.74
PKG-5078,21.74,171.6,Estandar,No,62.1
PKG-5079,10.68,129.8,Express,No,49.51
PKG-5080,22.05,115.2,Estandar,No,57.08
PKG-5081,20.98,485.2,Express,No,97.56
PKG-5082,28.37,65.9,Estandar,No,58.75
PKG-5083,18.21,511.7,Estandar,No,78.6
PKG-5084,7.64,574.6,Express,No,73.93
PKG-5085,19.56,46.5,Estandar,No,39.04
PKG-5086,19.04,402.7,Mismo_Dia,No,93.07
PKG-5087,27.12,412.0,Express,No,100.54
PKG-5088,28.2,25.5,Express,Si,82.94
PKG-5089,14.27,305.6,Estandar,No,57.1
PKG-5090,11.05,538.1,Express,No,72.37
PKG-5091,1.74,155.5,Mismo_Dia,Si,67.44
PKG-5092,12.71,424.2,Estandar,No,56.36
PKG-5093,12.31,87.1,Estandar,No,34.65
PKG-5094,3.96,777.6,Estandar,No,73.07
PKG-5095,10.41,308.3,Express,No,62.52
PKG-5096,21.89,715.4,Estandar,Si,115.27
PKG-5097,2.6,724.2,Estandar,No,64.4
PKG-5098,1.57,529.4,Estandar,Si,57.24
PKG-5099,9.28,412.8,Express,No,61.63
PKG-5100,11.55,476.2,Estandar,No,69.54
PKG-5101,19.05,337.2,Express,Si,90.79
PKG-5102,14.0,229.9,Estandar,No,49.16
PKG-5103,10.26,35.6,Express,No,33.21
PKG-5104,5.12,559.4,Estandar,No,60.33
PKG-5105,10.41,298.0,Express,No,57.92
PKG-5106,14.36,567.7,Mismo_Dia,No,104.61
PKG-5107,5.45,574.4,Estandar,No,62.55
PKG-5108,26.76,785.1,Estandar,Si,127.92
PKG-5109,29.69,129.9,Estandar,No,70.34
PKG-5110,29.53,771.9,Estandar,No,114.78
PKG-5111,2.92,498.5,Mismo_Dia,No,73.92
PKG-5112,,,Express,Si,90.1
PKG-5113,21.28,368.1,Mismo_Dia,Si,118.35
PKG-5114,9.29,205.6,Express,No,53.72
PKG-5115,13.36,755.1,Mismo_Dia,No,126.86
PKG-5116,27.29,497.1,Express,No,107.68
PKG-5117,11.8,469.4,Express,No,80.61
PKG-5118,2.71,228.5,Estandar,Si,37.02
PKG-5119,11.32,637.2,Express,No,86.78
PKG-5120,11.16,234.2,Estandar,No,48.17
PKG-5121,18.3,319.7,Estandar,No,62.47
PKG-5122,13.86,162.7,Estandar,No,38.59
PKG-5123,13.48,129.1,Express,No,57.48
PKG-5124,29.17,19.8,Estandar,No,58.63
PKG-5125,1.83,69.2,Estandar,Si,23.85
PKG-5126,2.61,669.5,Estandar,No,58.87
PKG-5127,28.51,72.5,Estandar,No,65.92
PKG-5128,8.01,,Estandar,Si,33.9
PKG-5129,6.0,625.0,Mismo_Dia,No,94.23
PKG-5130,11.26,221.6,Estandar,No,39.81
PKG-5131,1.55,497.6,Express,No,62.7
PKG-5132,29.06,711.3,Estandar,No,111.38
PKG-5133,3.08,394.4,Estandar,Si,52.23
PKG-5134,22.7,605.5,Estandar,Si,104.34
PKG-5135,7.81,358.9,Mismo_Dia,No,78.47
PKG-5136,,112.4,Express,No,59.77
PKG-5137,25.04,739.7,Express,No,122.88
PKG-5138,6.89,547.0,Express,No,78.92
PKG-5139,12.11,592.6,Express,No,86.21
PKG-5140,6.49,130.9,Mismo_Dia,No,61.7
PKG-5141,7.59,330.2,Estandar,No,43.22
PKG-5142,11.08,575.4,Express,No,92.31
PKG-5143,27.56,355.7,Mismo_Dia,No,110.77
PKG-5144,26.21,321.2,Estandar,No,73.56
PKG-5145,8.17,599.3,Mismo_Dia,Si,109.05
PKG-5146,22.82,192.9,Estandar,No,66.43
PKG-5147,,148.7,Estandar,No,42.19
PKG-5148,29.42,46.6,Estandar,No,59.73
PKG-5149,13.01,458.3,Estandar,Si,78.99
PKG-5150,1.96,591.5,Estandar,No,52.03
PKG-5151,4.43,409.8,Express,No,52.49
PKG-5152,25.55,702.7,Estandar,No,108.07
PKG-5153,4.35,738.4,Estandar,No,75.44
PKG-5154,25.55,24.2,Mismo_Dia,No,84.05
PKG-5155,9.79,,Express,No,76.68
PKG-5156,12.66,165.7,Estandar,No,43.96
PKG-5157,8.03,344.1,Express,No,61.39
PKG-5158,16.77,652.8,Mismo_Dia,No,114.23
PKG-5159,4.8,277.7,Express,Si,59.01
PKG-5160,15.93,47.1,Estandar,No,28.67
PKG-5161,15.94,692.9,Express,Si,109.34
PKG-5162,18.47,674.3,Express,No,106.15
PKG-5163,5.61,84.4,Estandar,No,26.29
PKG-5164,22.6,479.2,Mismo_Dia,No,122.52
PKG-5165,1.09,,Express,No,52.06
PKG-5166,,42.8,Mismo_Dia,No,70.87
PKG-5167,2.26,609.6,Estandar,No,51.85
PKG-5168,13.13,488.5,Estandar,No,66.99
PKG-5169,22.31,167.9,Estandar,No,57.43
PKG-5170,25.11,628.4,Express,Si,116.95
PKG-5171,16.92,587.1,Express,Si,105.2
PKG-5172,7.4,476.7,Mismo_Dia,Si,101.62
PKG-5173,24.51,293.4,Express,No,93.47
PKG-5174,19.33,98.7,Express,No,66.62
PKG-5175,1.33,455.3,Express,No,59.14
PKG-5176,1.78,579.1,Estandar,No,52.74
PKG-5177,3.7,52.2,Express,Si,39.71
PKG-5178,27.81,745.8,Estandar,No,110.49
PKG-5179,24.27,679.6,Estandar,No,104.51
PKG-5180,21.6,393.2,Estandar,No,73.51
PKG-5181,12.29,353.4,Estandar,Si,70.2
PKG-5182,13.58,211.5,Estandar,No,49.94
PKG-5183,29.13,405.7,Estandar,Si,99.5
PKG-5184,7.35,375.4,Estandar,No,41.93
PKG-5185,6.51,71.5,Estandar,No,21.87
PKG-5186,10.07,241.8,Estandar,Si,57.29
PKG-5187,9.26,361.2,Estandar,Si,60.95
PKG-5188,2.91,793.3,Mismo_Dia,No,106.52
PKG-5189,18.92,61.7,Estandar,No,37.0
PKG-5190,8.49,738.6,Estandar,Si,91.9
PKG-5191,27.72,106.0,Express,No,75.05
PKG-5192,15.73,13.2,Mismo_Dia,No,61.08
PKG-5193,29.56,762.3,Estandar,No,113.94
PKG-5194,6.69,728.2,Mismo_Dia,No,103.76
PKG-5195,24.88,790.2,Express,No,128.49
PKG-5196,20.47,295.4,Estandar,Si,76.8
PKG-5197,11.18,165.9,Estandar,No,39.6
PKG-5198,2.75,488.6,Express,No,59.27
PKG-5199,8.01,11.7,Express,Si,44.28
PKG-5200,26.52,151.1,Estandar,Si,76.05
PKG-5201,16.42,56.2,Estandar,No,42.42
PKG-5202,27.69,246.6,Estandar,No,74.94
PKG-5203,19.73,412.1,Estandar,Si,92.85
PKG-5204,18.09,391.5,Express,No,78.47
PKG-5205,14.51,481.9,Express,No,88.88
PKG-5206,28.15,47.0,Express,No,72.01
PKG-5207,26.25,214.9,Express,Si,90.46
PKG-5208,10.26,487.8,Estandar,Si,70.88
PKG-5209,28.37,288.5,Estandar,No,81.16
PKG-5210,8.03,112.3,Express,No,34.35
PKG-5211,5.62,515.9,Estandar,Si,69.69
PKG-5212,1.64,387.8,Mismo_Dia,No,71.85
PKG-5213,14.47,288.4,Estandar,No,49.76
PKG-5214,19.75,577.3,Estandar,No,82.03
PKG-5215,6.02,122.0,Express,No,39.62
PKG-5216,24.93,630.0,Estandar,No,98.83
PKG-5217,11.01,330.1,Estandar,No,51.23
PKG-5218,4.94,443.7,Express,No,62.1
PKG-5219,1.5,234.1,Express,Si,51.23
PKG-5220,23.49,39.6,Mismo_Dia,No,77.8
PKG-5221,20.22,343.8,Express,No,84.03
